n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
161 | Pueyo, Laurent | Princeton University | 2008 | male | 2 | 7 | 2016 | 4 | 71 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 2 | 2 | 1 | 0 | 1 | 1 |  0 | 0 | 0 | 0 | 2 | 2 | 1 | 0 | 8 | 4 | 5 | 8 | 17 | 18 |
162 | Williams, Peter Edward | The University of Texas at Arlington | 2008 | male | 3 | 5 | 2017 | 20 | 12 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 2 | 0 | 0 |  2 | 3 | 6 | 6 | 2 | 1 | 1 | 1 | 2 | 1 | 0 | 3 | 2 | 0 |
163 | Sayers, Jack | California Institute of Technology | 2008 | male | 1 | 11 | 2016 | 5 | 38 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 2 | 3 | 0 | 0 | 2 |  0 | 0 | 2 | 2 | 0 | 1 | 2 | 2 | 1 | 11 | 4 | 3 | 6 | 6 |
164 | Suyu, Sherry H. | California Institute of Technology | 2008 | female | 3 | 8 | 2017 | 4 | 46 | 2017 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 2 | 0 | 2 | 1 | 1 | 0 | 0 |  1 | 0 | 0 | 2 | 0 | 1 | 2 | 4 | 0 | 3 | 6 | 3 | 10 | 8 |
165 | Slesnick, Catherine Louise | California Institute of Technology | 2008 | female | 7 | 0 | 2008 | 10 | 4 | 2017 | 0 | 1 | 1 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 1 | 2 | 2 | 3 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 |
166 | Sinha, Manodeep | The Pennsylvania State University | 2008 | male | 1 | 4 | 2013 | 5 | 12 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 |  2 | 0 | 1 | 0 | 0 | 2 | 1 | 1 | 0 | 3 | 2 | 2 | 1 | 2 |
167 | Brown, Joanna Margaret | California Institute of Technology | 2008 | female | 5 | 4 | 2013 | 24 | 44 | 2017 | 1 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 |  2 | 1 | 2 | 7 | 5 | 7 | 4 | 5 | 8 | 8 | 7 | 4 | 4 | 2 |
168 | Hainline, Laura Jeannine | California Institute of Technology | 2008 | female | 3 | 4 | 2013 | 6 | 8 | 2013 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 |  0 | 1 | 0 | 2 | 1 | 2 | 2 | 2 | 1 | 2 | 1 | 0 | 0 | 0 |
169 | Kagan, Mikhail A. | The Pennsylvania State University | 2008 | male | 2 | 0 | 2008 | 8 | 7 | 2016 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 3 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 2 | 2 | 1 |
170 | Moran, Sean M. | California Institute of Technology | 2008 | male | 7 | 2 | 2012 | 10 | 42 | 2016 | 0 | 1 | 1 | 1 | 3 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 2 | 3 | 2 | 6 | 8 | 6 | 8 | 5 | 1 | 5 | 3 |
171 | Chen, Eugene Yu-Yu | University of California, Los Angeles | 2008 | male | 1 | 1 | 2013 | 1 | 1 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
172 | Lu, Jessica Ryan | University of California, Los Angeles | 2008 | female | 2 | 3 | 2016 | 11 | 31 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 |  0 | 0 | 5 | 0 | 2 | 4 | 4 | 3 | 1 | 3 | 6 | 4 | 5 | 4 |
173 | Celik, Ozlem | University of California, Los Angeles | 2008 | female | 2 | 0 | 2008 | 41 | 11 | 2010 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  17 | 5 | 4 | 4 | 4 | 7 | 9 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |
174 | Glenz, Matthew M. | The University of Wisconsin - Milwaukee | 2008 | male | 2 | 1 | 2009 | 3 | 1 | 2009 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
175 | Girichidis, Philipp | Michigan State University | 2008 | male | 1 | 6 | 2016 | 1 | 20 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 2 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 4 | 0 | 1 | 7 | 3 |
176 | Goggin, Lisa Maria | California Institute of Technology | 2008 | female | 2 | 0 | 2008 | 32 | 57 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 4 | 4 | 8 | 16 | 19 | 13 | 7 | 16 | 0 | 1 | 0 | 1 |
177 | Asay-Davis, Xylar Storm | University of California, Berkeley | 2008 | None | 1 | 2 | 2011 | 2 | 7 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 3 | 2 | 0 | 0 | 1 | 0 | 0 |
178 | Buckley, Matthew Robert | University of California, Berkeley | 2008 | male | 3 | 20 | 2015 | 3 | 33 | 2016 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 3 | 6 | 3 | 4 | 1 | 3 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 1 | 6 | 6 | 5 | 4 | 1 | 5 | 5 |
179 | Gao, Jiansong | California Institute of Technology | 2008 | male | 4 | 4 | 2015 | 27 | 31 | 2016 | 0 | 0 | 1 | 1 | 0 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 |  4 | 1 | 4 | 6 | 5 | 7 | 2 | 4 | 3 | 3 | 4 | 4 | 6 | 5 |
180 | Amin, Mustafa Abdulkader | Stanford University | 2008 | male | 4 | 12 | 2016 | 5 | 19 | 2017 | 0 | 0 | 0 | 1 | 0 | 3 | 0 | 2 | 0 | 2 | 3 | 2 | 1 | 2 |  0 | 0 | 0 | 1 | 1 | 3 | 0 | 2 | 0 | 2 | 3 | 5 | 3 | 3 |
181 | Birge, Brian Kent, III | North Carolina State University | 2008 | male | 1 | 0 | 2008 | 1 | 0 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
182 | Owers, Matthew | SAO | 2008 | male | 1 | 2 | 2017 | 3 | 46 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 7 | 6 | 10 | 15 |
183 | Williams, Kaj Erik | University of Colorado at Boulder | 2008 | male | 3 | 5 | 2015 | 5 | 21 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 9 | 2 | 5 |
184 | O'Donovan, Francis Thomas | California Institute of Technology | 2008 | male | 6 | 1 | 2010 | 20 | 10 | 2012 | 0 | 0 | 0 | 2 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 3 | 4 | 7 | 5 | 4 | 3 | 2 | 1 | 0 | 0 | 0 | 0 |
185 | Jensen, Raymond W. | University of Notre Dame | 2008 | male | 1 | 2 | 2013 | 1 | 3 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 |
186 | Yoon, Ki Won | California Institute of Technology | 2008 | male | 1 | 0 | 2008 | 1 | 21 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 1 | 5 | 7 | 4 |
187 | Nawata, Satoshi | The University of Wisconsin - Milwaukee | 2008 | male | 1 | 0 | 2008 | 2 | 0 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
188 | Stroud, Nicholas Seward | Columbia University | 2008 | male | 3 | 0 | 2008 | 4 | 0 | 2008 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
189 | Yun, Gunsu Soonshin | California Institute of Technology | 2008 | female | 1 | 1 | 2010 | 3 | 1 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
190 | Essig, Rouven | Rutgers The State University of New Jersey - New Brunswick | 2008 | male | 2 | 8 | 2017 | 2 | 20 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 2 | 0 | 2 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 3 | 3 | 1 | 4 | 2 | 2 | 3 | 1 |
191 | Edwards, Michelle L. | University of Florida | 2008 | female | 2 | 1 | 2011 | 2 | 68 | 2016 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 1 | 0 | 9 | 10 | 19 | 7 | 15 | 6 | 2 |
192 | Smith, Bryan T. | University of California, Irvine | 2008 | male | 4 | 0 | 2008 | 11 | 16 | 2017 | 0 | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 3 | 1 | 1 | 4 | 1 | 2 | 0 | 1 | 2 | 1 | 0 | 1 |
193 | Morris, Aisha Renee | University of Hawai'i at Manoa | 2008 | female | 3 | 2 | 2010 | 4 | 2 | 2010 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
194 | Wizansky, Tommer | Stanford University | 2008 | male | 2 | 0 | 2008 | 5 | 0 | 2008 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
195 | Cahoy, Kerri L. | Stanford University | 2008 | female | 3 | 1 | 2010 | 4 | 9 | 2015 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 2 | 0 | 1 | 0 | 3 | 0 | 2 | 3 | 0 |
196 | Jiang, Linhua | The University of Arizona | 2008 | male | 8 | 14 | 2016 | 21 | 104 | 2017 | 1 | 0 | 0 | 2 | 2 | 3 | 1 | 2 | 1 | 0 | 3 | 1 | 3 | 3 |  1 | 1 | 0 | 4 | 4 | 11 | 6 | 8 | 15 | 7 | 10 | 11 | 21 | 15 |
197 | Munoz Vidal, Ricardo Rodrigo | University of Virginia | 2008 | male | 1 | 0 | 2008 | 1 | 0 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
198 | Weiler, Chad Nathan | The University of Arizona | 2008 | male | 1 | 0 | 2008 | 1 | 1 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
199 | Obousy, Richard K. | Baylor University | 2008 | male | 2 | 8 | 2012 | 2 | 13 | 2012 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 4 | 3 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 6 | 5 | 0 | 0 | 0 | 0 |
200 | Moerchen, Margaret Marie | University of Florida | 2008 | female | 3 | 35 | 2015 | 3 | 44 | 2016 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 1 | 1 | 0 | 15 | 17 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 1 | 1 | 1 | 4 | 3 | 16 | 17 | 1 |
201 | Yoon, Jinmi | State University of New York at Stony Brook | 2008 | female | 3 | 3 | 2016 | 7 | 14 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 |  0 | 0 | 1 | 1 | 1 | 4 | 1 | 2 | 0 | 1 | 2 | 2 | 1 | 4 |
202 | Teufel, John Daniel | Yale University | 2008 | male | 1 | 1 | 2011 | 1 | 1 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
203 | Boyer, Martha L. | University of Minnesota | 2008 | female | 3 | 12 | 2015 | 9 | 62 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 2 | 2 | 1 | 2 | 2 | 0 | 3 | 0 |  2 | 0 | 1 | 2 | 1 | 3 | 5 | 8 | 7 | 7 | 5 | 2 | 15 | 10 |
204 | Hock, Andrew Nelson | University of California, Los Angeles | 2008 | male | 2 | 0 | 2008 | 4 | 1 | 2009 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
205 | Medin, Zachary James | Cornell University | 2008 | male | 3 | 0 | 2008 | 3 | 1 | 2014 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |
206 | Strong, Shadrian Brittany | The University of Texas at Austin | 2008 | None | 1 | 0 | 2008 | 1 | 1 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
207 | Breech, Benjamin A. | University of Delaware | 2008 | male | 4 | 1 | 2009 | 7 | 7 | 2011 | 1 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 1 | 0 | 1 | 3 | 2 | 2 | 3 | 0 | 0 | 0 | 0 | 0 |
208 | Cohen, Ofer | University of Michigan | 2008 | male | 5 | 19 | 2017 | 9 | 40 | 2017 | 0 | 0 | 0 | 1 | 1 | 3 | 3 | 4 | 3 | 3 | 0 | 2 | 2 | 0 |  1 | 0 | 0 | 1 | 1 | 6 | 6 | 5 | 5 | 3 | 2 | 4 | 5 | 7 |
209 | White, Harold Glenn | Rice University | 2008 | male | 3 | 1 | 2013 | 5 | 2 | 2013 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 |
210 | Hinderer, Tanja Petra | Cornell University | 2008 | female | 3 | 4 | 2016 | 5 | 17 | 2016 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 1 | 4 | 2 | 2 | 2 | 2 | 3 | 1 | 2 | 3 |
211 | Garofalo, David A. G. | University of Maryland, College Park | 2008 | male | 2 | 10 | 2016 | 4 | 13 | 2016 | 0 | 0 | 1 | 0 | 0 | 1 | 3 | 2 | 0 | 0 | 2 | 1 | 0 | 2 |  0 | 0 | 2 | 1 | 0 | 1 | 3 | 3 | 1 | 0 | 2 | 1 | 0 | 3 |
212 | Austin, Crystal Gayle | University of Minnesota | 2008 | female | 2 | 0 | 2008 | 3 | 0 | 2008 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
213 | Bitner, Martin Allan, Jr. | The University of Texas at Austin | 2008 | male | 5 | 1 | 2010 | 8 | 5 | 2012 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 4 | 2 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 0 |
214 | Doering, Ryan Lee | University of Illinois at Urbana-Champaign | 2008 | male | 2 | 1 | 2009 | 2 | 3 | 2010 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
215 | Read, Jocelyn S. | The University of Wisconsin - Milwaukee | 2008 | female | 1 | 3 | 2013 | 3 | 59 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 0 | 1 | 2 | 3 | 5 | 3 | 3 | 8 | 0 | 25 |
216 | Liu, Ming-Chang | University of California, Los Angeles | 2008 | male | 1 | 12 | 2017 | 29 | 32 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 3 | 1 | 2 | 1 | 1 | 0 | 1 |  3 | 3 | 7 | 4 | 6 | 6 | 4 | 3 | 2 | 4 | 4 | 5 | 2 | 5 |
217 | Murray-Clay, Ruth Ann | University of California, Berkeley | 2008 | female | 3 | 3 | 2012 | 7 | 33 | 2017 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 1 | 3 | 1 | 2 | 3 | 7 | 4 | 3 | 1 | 7 | 4 |
218 | Shetty, Sushil | University of California, Berkeley | 2008 | male | 2 | 2 | 2012 | 2 | 3 | 2012 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 |
219 | Melendez Hernandez, Marcio Baal | The Catholic University of America | 2008 | male | 1 | 0 | 2008 | 1 | 0 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
220 | Peters, Christopher Scott | Dartmouth College | 2008 | male | 5 | 0 | 2008 | 10 | 25 | 2017 | 0 | 0 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 3 | 1 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 7 | 7 | 7 |
221 | Riaz, Basmah | University of Delaware | 2008 | female | 9 | 15 | 2016 | 10 | 23 | 2016 | 0 | 0 | 0 | 3 | 3 | 3 | 3 | 0 | 1 | 6 | 1 | 1 | 2 | 1 |  0 | 0 | 0 | 3 | 3 | 4 | 4 | 5 | 2 | 6 | 2 | 1 | 2 | 1 |
222 | Shi, Yong | The University of Arizona | 2008 | male | 13 | 14 | 2016 | 17 | 49 | 2017 | 2 | 0 | 2 | 3 | 2 | 4 | 2 | 1 | 1 | 2 | 3 | 3 | 1 | 1 |  2 | 1 | 2 | 5 | 2 | 5 | 5 | 5 | 5 | 3 | 6 | 10 | 3 | 10 |
223 | Barnard, Michael James | University of California, Davis | 2008 | male | 3 | 2 | 2016 | 5 | 9 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 0 | 5 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 3 |
224 | Cobb, Bethany Elisa | Yale University | 2008 | female | 5 | 2 | 2012 | 8 | 19 | 2014 | 0 | 1 | 0 | 2 | 0 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 4 | 1 | 2 | 0 | 6 | 4 | 4 | 2 | 3 | 0 | 0 |
225 | Murphy, Jeremiah W. | The University of Arizona | 2008 | male | 4 | 5 | 2017 | 10 | 19 | 2017 | 0 | 1 | 0 | 0 | 0 | 3 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 0 |  0 | 1 | 0 | 2 | 3 | 4 | 2 | 3 | 4 | 2 | 3 | 3 | 1 | 0 |
226 | Peek, Joshua Eli Goldston | University of California, Berkeley | 2008 | male | 4 | 9 | 2016 | 9 | 37 | 2017 | 0 | 0 | 0 | 0 | 1 | 3 | 2 | 1 | 2 | 0 | 2 | 0 | 1 | 1 |  0 | 0 | 0 | 2 | 2 | 5 | 4 | 2 | 3 | 5 | 5 | 3 | 7 | 4 |
227 | Ryle, Wesley Thomas | Georgia State University | 2008 | male | 1 | 0 | 2008 | 9 | 4 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 3 | 5 | 3 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
228 | Vaishnav, Birjoo Dilipkumar | The Pennsylvania State University | 2008 | None | 2 | 1 | 2009 | 4 | 16 | 2012 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 2 | 5 | 5 | 4 | 0 | 0 | 0 | 0 |
229 | Winter, Lisa M. | University of Maryland, College Park | 2008 | female | 5 | 12 | 2016 | 12 | 36 | 2016 | 1 | 0 | 0 | 1 | 1 | 2 | 2 | 4 | 1 | 1 | 0 | 1 | 2 | 1 |  1 | 1 | 0 | 1 | 3 | 6 | 5 | 10 | 7 | 2 | 3 | 4 | 3 | 2 |
230 | Campbell, Ryan | New Mexico State University | 2008 | male | 5 | 0 | 2008 | 29 | 32 | 2017 | 0 | 1 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 9 | 3 | 5 | 10 | 4 | 8 | 9 | 1 | 2 | 1 | 2 | 3 |
231 | Farrington, Christopher | Georgia State University | 2008 | male | 1 | 2 | 2014 | 6 | 56 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 4 | 4 | 8 | 13 | 8 | 10 | 3 | 6 | 4 |
232 | Giampanis, Stefanos | University of Rochester | 2008 | male | 1 | 0 | 2008 | 23 | 64 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 8 | 15 | 14 | 8 | 9 | 20 | 7 | 4 | 2 | 0 |
233 | Hartman, Joel David | Harvard University | 2008 | male | 7 | 16 | 2016 | 19 | 102 | 2017 | 0 | 1 | 2 | 1 | 0 | 3 | 3 | 2 | 4 | 1 | 0 | 1 | 3 | 2 |  0 | 1 | 6 | 4 | 4 | 4 | 7 | 10 | 12 | 15 | 16 | 8 | 19 | 10 |
234 | Mikles, Valerie Jean | University of Florida | 2008 | female | 5 | 2 | 2012 | 9 | 8 | 2014 | 0 | 0 | 0 | 2 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  2 | 2 | 0 | 2 | 1 | 2 | 2 | 0 | 2 | 1 | 2 | 1 | 0 | 0 |
235 | Ruch, Gerald T., Jr. | University of Minnesota | 2008 | male | 2 | 1 | 2012 | 4 | 1 | 2012 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
236 | Sharp, Matthew K. | The University of Chicago | 2008 | male | 1 | 1 | 2010 | 2 | 7 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 2 | 3 | 1 | 1 | 0 | 0 | 0 | 0 |
237 | Jisonna, Louis Joseph, Jr. | Northwestern University | 2008 | male | 1 | 0 | 2008 | 5 | 1 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
238 | Kent, Brian Robert | Cornell University | 2008 | male | 3 | 5 | 2017 | 14 | 15 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |  2 | 0 | 3 | 0 | 4 | 5 | 7 | 3 | 2 | 0 | 1 | 0 | 0 | 0 |
239 | Langton, Jonathan | University of California, Santa Cruz | 2008 | male | 4 | 0 | 2008 | 5 | 16 | 2017 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 4 | 1 | 0 | 3 | 2 | 3 | 2 | 2 | 2 |
240 | Narayanan, Anand | The Pennsylvania State University | 2008 | male | 5 | 5 | 2012 | 10 | 20 | 2016 | 0 | 0 | 1 | 1 | 1 | 2 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 0 |  1 | 0 | 3 | 1 | 2 | 3 | 2 | 6 | 4 | 4 | 2 | 0 | 1 | 1 |
