n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
92 | Miller, Nathan Andrew | THE UNIVERSITY OF WISCONSIN - MADISON | 2002 | male | 3 | 2 | 2009 | 7 | 42 | 2016 | 0 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 1 | 4 | 4 | 2 | 2 | 1 | 0 | 5 | 3 | 4 | 2 | 7 | 2 | 4 | 3 | 3 |
93 | Postma, Marieke | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 2002 | female | 4 | 7 | 2017 | 6 | 33 | 2017 | 0 | 0 | 0 | 0 | 1 | 3 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 4 | 3 | 5 | 2 | 1 | 2 | 5 | 2 | 4 | 2 | 2 | 0 | 2 | 0 | 2 |
94 | Green, Janet Carol | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 2002 | female | 2 | 3 | 2015 | 10 | 48 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  1 | 1 | 0 | 4 | 2 | 2 | 1 | 7 | 1 | 5 | 1 | 1 | 1 | 8 | 3 | 2 | 4 | 7 | 5 | 2 |
95 | Slavin, Shawn Douglas | INDIANA UNIVERSITY | 2002 | male | 1 | 0 | 2002 | 2 | 2 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
96 | Sommer, James Clarence | THE UNIVERSITY OF ALABAMA IN HUNTSVILLE | 2002 | male | 1 | 0 | 2002 | 2 | 0 | 2002 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
97 | Ward, John Strawn | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2002 | male | 1 | 3 | 2007 | 2 | 30 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 2 | 5 | 4 | 2 | 4 | 7 | 3 | 0 | 0 | 0 | 0 | 1 |
98 | von Braun, Kaspar | Carnegie Institution of Washington/DTM University of Michigan | 2002 | male | 5 | 8 | 2014 | 8 | 64 | 2017 | 0 | 1 | 0 | 0 | 1 | 3 | 1 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 2 | 1 | 0 | 1 | 0 | 0 |  1 | 1 | 0 | 0 | 2 | 4 | 1 | 0 | 2 | 0 | 0 | 3 | 5 | 2 | 10 | 12 | 6 | 8 | 7 | 6 |
99 | Nolta, Michael Robert | PRINCETON UNIVERSITY | 2002 | male | 1 | 3 | 2009 | 5 | 63 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 0 | 3 | 7 | 1 | 0 | 0 | 5 | 0 | 8 | 3 | 16 | 6 | 10 | 5 | 1 | 1 |
100 | Siemens, Xavier | TUFTS UNIVERSITY | 2002 | male | 5 | 5 | 2013 | 6 | 213 | 2017 | 0 | 0 | 0 | 0 | 2 | 3 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 3 | 1 | 9 | 8 | 4 | 9 | 16 | 18 | 16 | 8 | 26 | 16 | 18 | 14 | 36 |
101 | Ueta, Toshiya | UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN | 2002 | male | 5 | 14 | 2017 | 8 | 49 | 2017 | 0 | 0 | 0 | 1 | 3 | 1 | 2 | 0 | 1 | 3 | 1 | 2 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 |  0 | 0 | 1 | 1 | 3 | 3 | 4 | 1 | 2 | 6 | 1 | 7 | 0 | 7 | 5 | 5 | 2 | 5 | 2 | 1 |
102 | Agnor, Craig Bruce | UNIVERSITY OF COLORADO AT BOULDER | 2002 | male | 3 | 3 | 2012 | 4 | 18 | 2015 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 0 | 2 | 1 | 1 | 0 | 3 | 0 | 2 | 0 | 3 | 0 | 3 | 1 | 2 | 2 | 0 |
103 | Frazin, Richard Alan | UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN | 2002 | male | 6 | 14 | 2016 | 9 | 37 | 2016 | 0 | 1 | 1 | 1 | 0 | 3 | 1 | 0 | 4 | 0 | 1 | 0 | 2 | 1 | 0 | 2 | 1 | 0 | 0 | 2 |  0 | 1 | 3 | 1 | 0 | 4 | 1 | 0 | 5 | 0 | 2 | 2 | 4 | 4 | 1 | 7 | 3 | 0 | 2 | 6 |
104 | Osten, Rachel Ann | UNIVERSITY OF COLORADO AT BOULDER | 2002 | female | 5 | 17 | 2016 | 12 | 38 | 2017 | 0 | 1 | 1 | 1 | 0 | 2 | 1 | 1 | 1 | 4 | 1 | 1 | 2 | 1 | 0 | 1 | 1 | 0 | 2 | 1 |  2 | 2 | 2 | 1 | 2 | 3 | 2 | 1 | 1 | 5 | 3 | 1 | 2 | 4 | 3 | 3 | 2 | 1 | 5 | 4 |
105 | Dyudina, Ulyana Anatolyevna | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2002 | female | 3 | 9 | 2016 | 4 | 24 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 2 |  0 | 0 | 0 | 0 | 1 | 3 | 0 | 1 | 5 | 1 | 2 | 2 | 2 | 1 | 3 | 0 | 2 | 1 | 0 | 3 |
106 | Neyman, Christopher R. | UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN | 2002 | male | 1 | 0 | 2002 | 2 | 11 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 3 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 0 |
107 | Evans, Matthew John | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2002 | male | 1 | 7 | 2015 | 1 | 192 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 1 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 7 | 9 | 5 | 14 | 18 | 13 | 11 | 9 | 20 | 10 | 18 | 13 | 29 |
108 | Dave, Rahul Surendra | UNIVERSITY OF PENNSYLVANIA | 2002 | male | 2 | 0 | 2002 | 5 | 13 | 2010 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 1 | 0 | 0 | 2 | 2 | 0 | 0 | 2 | 0 | 2 | 4 | 3 | 0 | 0 | 0 | 0 | 0 | 0 |
109 | Welsch, Brian Thomas | MONTANA STATE UNIVERSITY | 2002 | male | 2 | 12 | 2016 | 3 | 36 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 |  0 | 0 | 1 | 1 | 0 | 1 | 1 | 2 | 1 | 1 | 2 | 3 | 2 | 3 | 3 | 6 | 2 | 3 | 4 | 2 |
110 | Gogus, Ersin | THE UNIVERSITY OF ALABAMA IN HUNTSVILLE | 2002 | male | 1 | 0 | 2002 | 12 | 82 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 2 | 4 | 4 | 4 | 3 | 2 | 8 | 7 | 1 | 1 | 10 | 6 | 9 | 7 | 8 | 10 | 3 |
111 | Eng, Chester | UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN | 2002 | male | 1 | 0 | 2002 | 1 | 0 | 2002 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
112 | Philhour, Byron Jacob | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2002 | male | 2 | 0 | 2002 | 4 | 1 | 2003 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
113 | Covatto, Carl | ARIZONA STATE UNIVERSITY | 2002 | male | 2 | 1 | 2003 | 2 | 1 | 2003 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
114 | Tran, Huan The | PRINCETON UNIVERSITY | 2002 | male | 1 | 3 | 2008 | 5 | 13 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 0 | 3 | 4 | 0 | 2 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 |
115 | Khoury, Justin | PRINCETON UNIVERSITY | 2002 | male | 6 | 19 | 2016 | 7 | 74 | 2017 | 0 | 0 | 0 | 0 | 2 | 4 | 1 | 3 | 0 | 0 | 1 | 0 | 3 | 1 | 4 | 1 | 1 | 2 | 1 | 1 |  0 | 0 | 0 | 0 | 3 | 4 | 1 | 8 | 1 | 3 | 4 | 3 | 6 | 6 | 10 | 9 | 5 | 7 | 7 | 3 |
116 | Wilson, Eric Hezekiah | UNIVERSITY OF MICHIGAN | 2002 | male | 2 | 5 | 2016 | 2 | 8 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
117 | Toboada Fermin, Ignacio Jose | UNIVERSITY OF PENNSYLVANIA | 2002 | male | 1 | 0 | 2002 | 1 | 0 | 2002 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
118 | Chen, Li-Jen | UNIVERSITY OF WASHINGTON | 2002 | male | 11 | 26 | 2017 | 37 | 179 | 2017 | 2 | 0 | 0 | 6 | 0 | 3 | 2 | 5 | 5 | 0 | 1 | 3 | 0 | 0 | 1 | 3 | 1 | 1 | 1 | 2 |  5 | 3 | 5 | 10 | 3 | 11 | 9 | 12 | 13 | 11 | 5 | 6 | 5 | 3 | 14 | 13 | 16 | 17 | 22 | 26 |
119 | Baron, John Edward | STANFORD UNIVERSITY | 2002 | male | 2 | 1 | 2003 | 2 | 1 | 2003 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
120 | Stachyra, Andrew Lawrence | UNIVERSITY OF WASHINGTON | 2002 | male | 1 | 0 | 2002 | 13 | 14 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 4 | 4 | 1 | 2 | 2 | 4 | 2 | 1 | 4 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
121 | Ortega Rodriguez, Manuel Antonio | STANFORD UNIVERSITY | 2002 | male | 1 | 0 | 2002 | 1 | 2 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |
122 | Ruskin, Steven William | UNIVERSITY OF NOTRE DAME | 2002 | male | 3 | 0 | 2002 | 3 | 0 | 2002 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
123 | Meier, David Stuart | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 2002 | male | 7 | 8 | 2015 | 10 | 45 | 2017 | 0 | 0 | 0 | 1 | 3 | 3 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 0 |  0 | 0 | 0 | 1 | 3 | 6 | 2 | 2 | 2 | 1 | 2 | 5 | 1 | 1 | 2 | 1 | 4 | 3 | 10 | 5 |
124 | Arce Nazario, Hector G. | HARVARD UNIVERSITY | 2002 | male | 1 | 0 | 2002 | 1 | 0 | 2002 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
125 | Liang, Zhi | UNIVERSITY OF MASSACHUSETTS AMHERST | 2002 | male | 1 | 6 | 2017 | 1 | 20 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 2 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 5 | 1 | 2 | 3 | 1 |
126 | Hong, Jaesub | COLUMBIA UNIVERSITY | 2002 | male | 3 | 12 | 2017 | 15 | 60 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 0 | 0 | 3 |  7 | 4 | 0 | 0 | 0 | 4 | 2 | 4 | 3 | 3 | 0 | 2 | 2 | 3 | 3 | 9 | 8 | 3 | 5 | 9 |
127 | Darling, Jeremiah Kane | CORNELL UNIVERSITY | 2002 | male | 1 | 1 | 2009 | 1 | 16 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 3 | 1 | 0 | 2 | 1 | 1 | 1 | 0 | 0 | 2 | 2 | 0 | 1 |
128 | Estrada, Paul Rene | CORNELL UNIVERSITY | 2002 | male | 2 | 5 | 2016 | 5 | 15 | 2017 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 |  1 | 1 | 1 | 0 | 0 | 2 | 3 | 0 | 0 | 2 | 0 | 1 | 2 | 2 | 0 | 0 | 0 | 1 | 1 | 1 |
129 | Fisher, Robert Taylor | UNIVERSITY OF CALIFORNIA, BERKELEY | 2002 | male | 1 | 3 | 2015 | 6 | 31 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 4 | 1 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 3 | 1 | 0 | 2 | 3 | 6 | 5 | 4 | 2 |
130 | Wilson, John Christian | CORNELL UNIVERSITY | 2002 | male | 3 | 0 | 2002 | 23 | 69 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 2 | 3 | 2 | 8 | 7 | 3 | 6 | 3 | 5 | 5 | 4 | 5 | 0 | 2 | 6 | 9 | 7 | 11 | 2 |
131 | Wu, Chun-Hsien | TUFTS UNIVERSITY | 2002 | male | 5 | 11 | 2016 | 7 | 59 | 2017 | 1 | 0 | 1 | 0 | 1 | 2 | 1 | 0 | 2 | 1 | 2 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 1 |  1 | 1 | 1 | 0 | 1 | 3 | 2 | 0 | 2 | 1 | 4 | 1 | 2 | 2 | 7 | 5 | 7 | 0 | 7 | 12 |
132 | Brown, Warren Ray | Harvard University | 2002 | male | 7 | 31 | 2017 | 12 | 100 | 2017 | 1 | 2 | 0 | 1 | 1 | 2 | 1 | 2 | 2 | 2 | 3 | 2 | 2 | 3 | 3 | 3 | 2 | 1 | 2 | 2 |  1 | 3 | 2 | 1 | 2 | 3 | 3 | 3 | 4 | 5 | 6 | 5 | 7 | 9 | 8 | 13 | 7 | 11 | 8 | 8 |
133 | Ivanov, Anton Borisovich | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2002 | male | 5 | 0 | 2002 | 10 | 127 | 2016 | 0 | 2 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 3 | 1 | 2 | 3 | 1 | 2 | 8 | 9 | 4 | 11 | 17 | 15 | 9 | 9 | 19 | 7 | 13 | 2 | 2 |
134 | Hedman, Matthew Mckay | PRINCETON UNIVERSITY | 2002 | male | 3 | 27 | 2017 | 3 | 86 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 3 | 0 | 3 | 3 | 2 | 2 | 5 | 3 | 3 | 2 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 2 | 2 | 4 | 6 | 7 | 10 | 4 | 5 | 13 | 9 | 7 | 11 |
135 | Nelson, Cailin Anne | UNIVERSITY OF CALIFORNIA, BERKELEY | 2002 | female | 4 | 0 | 2002 | 29 | 9 | 2012 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 10 | 13 | 4 | 2 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 |
136 | Burgh, Eric B. | THE JOHNS HOPKINS UNIVERSITY | 2002 | male | 3 | 4 | 2012 | 6 | 20 | 2014 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 2 | 0 | 3 | 0 | 1 | 0 | 1 | 4 | 2 | 1 | 2 | 2 | 4 | 2 | 1 | 0 | 0 |
137 | Siegel, Michael Hiram | UNIVERSITY OF VIRGINIA | 2002 | male | 4 | 11 | 2015 | 9 | 69 | 2017 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 2 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 0 |  0 | 0 | 3 | 1 | 1 | 4 | 2 | 1 | 4 | 3 | 3 | 4 | 5 | 7 | 6 | 5 | 4 | 3 | 7 | 10 |
138 | Zhang, Qing | THE JOHNS HOPKINS UNIVERSITY | 2002 | female | 5 | 52 | 2017 | 16 | 185 | 2017 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 3 | 1 | 2 | 4 | 4 | 10 | 5 | 7 | 5 | 7 |  1 | 2 | 6 | 2 | 2 | 3 | 2 | 8 | 9 | 6 | 11 | 7 | 10 | 9 | 20 | 23 | 17 | 20 | 15 | 17 |
139 | Burgasser, Adam Jonathan | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2002 | male | 9 | 49 | 2016 | 20 | 161 | 2017 | 0 | 0 | 1 | 3 | 1 | 4 | 5 | 4 | 3 | 5 | 6 | 5 | 3 | 3 | 3 | 2 | 4 | 1 | 3 | 2 |  0 | 0 | 2 | 7 | 5 | 6 | 10 | 8 | 6 | 11 | 12 | 11 | 9 | 9 | 15 | 10 | 14 | 9 | 16 | 11 |
140 | Huang, Zhenping | UNIVERSITY OF VIRGINIA | 2002 | male | 3 | 19 | 2017 | 3 | 75 | 2017 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 2 | 3 | 1 | 1 | 1 | 2 | 1 | 2 | 1 | 1 | 1 |  0 | 1 | 1 | 0 | 0 | 1 | 2 | 1 | 4 | 5 | 8 | 4 | 2 | 2 | 3 | 7 | 7 | 5 | 5 | 17 |
141 | Knauth, D. C. | University of Toledo | 2002 | None | 4 | 7 | 2017 | 9 | 13 | 2017 | 0 | 0 | 0 | 1 | 2 | 1 | 4 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 1 | 0 | 1 | 4 | 1 | 6 | 3 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
142 | Lawlor, Timothy Matthew | UNIVERSITY OF DELAWARE | 2002 | male | 2 | 6 | 2015 | 2 | 7 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 |
143 | Gardner, Sara Lee | THE UNIVERSITY OF ARIZONA | 2002 | female | 1 | 1 | 2016 | 1 | 1 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
144 | Mack, Andrew Kar Lung | RUTGERS THE STATE UNIVERSITY OF NEW JERSEY - NEW BRUNSWICK | 2002 | male | 2 | 0 | 2002 | 3 | 1 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
145 | Rafikov, Roman Ravilevich | PRINCETON UNIVERSITY | 2002 | male | 7 | 35 | 2017 | 11 | 72 | 2017 | 0 | 0 | 0 | 1 | 3 | 3 | 4 | 1 | 2 | 5 | 1 | 2 | 2 | 1 | 3 | 2 | 3 | 1 | 3 | 4 |  0 | 1 | 0 | 2 | 5 | 3 | 5 | 2 | 3 | 5 | 2 | 2 | 2 | 2 | 7 | 9 | 8 | 5 | 8 | 8 |
146 | Pan, Feenix Yuanfeng | THE UNIVERSITY OF ARIZONA | 2002 | male | 1 | 1 | 2004 | 1 | 1 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
147 | Allen, Rhiannon Lynne | UNIVERSITY OF MICHIGAN | 2002 | female | 4 | 4 | 2013 | 12 | 238 | 2017 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  3 | 0 | 1 | 3 | 2 | 3 | 2 | 11 | 14 | 10 | 17 | 20 | 21 | 16 | 10 | 27 | 14 | 20 | 7 | 35 |
148 | Donmez, Orhan | DREXEL UNIVERSITY | 2002 | male | 1 | 1 | 2007 | 1 | 12 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 3 | 2 | 0 | 0 | 1 | 1 | 1 | 0 | 3 | 0 | 0 |
149 | Choi, Philip Ilho | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 2002 | male | 3 | 2 | 2011 | 8 | 23 | 2015 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  4 | 0 | 0 | 1 | 0 | 3 | 0 | 7 | 3 | 4 | 3 | 1 | 0 | 2 | 2 | 0 | 0 | 0 | 1 | 0 |
150 | Doriese, William Bertrand | PRINCETON UNIVERSITY | 2002 | male | 1 | 0 | 2002 | 1 | 12 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 2 | 0 | 2 | 1 | 3 | 1 | 0 | 1 | 0 |
